C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,regression target,classification target
single,2nd phase - general contingent,third choice,Management,daytime,Secondary education,59.0,Portuguese,yes,no,yes,yes,female,no,20,no,0,5.0,10,2,11.5,0,0.0,5.0,8,3.0,10.0,0,11.1,0.6,2.02,0.5675,success
married,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,70.0,Portuguese,no,no,no,yes,female,no,35,no,0,6.0,7,6,12.5,0,0.0,6.0,6,6.0,12.16666667,0,15.5,2.8,-4.06,0.505,success
divorced,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,65.0,Portuguese,no,no,no,yes,male,no,29,no,0,5.0,5,0,0.0,0,0.0,5.0,5,0.0,0.0,0,7.6,2.6,0.32,0.638,success
single,2nd phase - general contingent,second choice,Management,daytime,Secondary education,67.5,Portuguese,yes,no,yes,yes,female,yes,18,no,0,5.0,5,5,12.8,0,0.0,5.0,5,5.0,13.0,0,11.1,0.6,2.02,0.64,success
single,1st phase - general contingent,fifth choice,Nursing,daytime,Secondary education,68.0,Portuguese,yes,no,no,yes,female,no,18,,0,7.0,9,7,14.71111111,0,,8.0,9,8.0,14.62777778,0,15.5,2.8,-4.06,0.6695,success
single,Change of course,second choice,Journalism and Communication,daytime,Secondary education,70.0,Portuguese,no,no,no,yes,male,no,32,no,6,11.0,15,7,11.28571429,0,5.0,7.0,10,6.0,12.33333333,0,13.9,-0.3,0.79,0.5845,success
single,Over 23 years old,second choice,Oral Hygiene,,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,no,no,no,yes,male,no,31,no,0,7.0,7,0,0.0,0,0.0,7.0,7,0.0,0.0,0,15.5,2.8,-4.06,0.5,failure
single,Over 23 years old,second choice,Advertising and Marketing Management,daytime,Secondary education,70.0,Portuguese,yes,no,no,,male,no,31,no,0,6.0,14,0,0.0,0,0.0,6.0,6,0.0,0.0,0,12.7,3.7,-1.7,0.74,failure
single,1st phase - general contingent,third choice,Veterinary Nursing,daytime,Secondary education,61.0,Portuguese,no,no,no,yes,female,no,19,no,0,6.0,8,6,14.0,0,0.0,6.0,18,,12.66666667,0,12.4,0.5,1.79,0.631,success
single,Over 23 years old,second choice,Agronomy,daytime,Secondary education,70.0,Portuguese,no,no,no,yes,male,no,27,no,0,6.0,6,6,14.16666667,0,0.0,6.0,7,6.0,13.83333333,0,11.1,0.6,2.02,0.65,success
single,1st phase - general contingent,second choice,Communication Design,daytime,Secondary education,62.0,Portuguese,no,no,no,yes,female,yes,18,no,1,6.0,8,6,12.0,1,0.0,6.0,12,5.0,11.14285714,0,13.9,-0.3,0.79,0.634,success
single,Change of course,second choice,Equinculture,daytime,Secondary education,60.0,Portuguese,yes,no,no,yes,female,no,21,no,0,6.0,14,5,11.5,1,0.0,6.0,13,5.0,11.0,1,15.5,2.8,-4.06,0.6,failure
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,67.0,Portuguese,yes,no,no,yes,female,yes,19,no,0,,7,5,12.5,0,0.0,5.0,8,5.0,12.71428571,0,10.8,1.4,1.74,0.642,success
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,62.5,Portuguese,no,no,no,yes,,no,20,no,0,6.0,12,4,11.75,0,0.0,6.0,13,3.0,11.33333333,0,15.5,2.8,-4.06,0.5935,success
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,63.5,Portuguese,no,no,no,yes,male,no,23,no,0,7.0,7,6,13.48333333,0,0.0,7.0,7,6.0,13.48333333,0,7.6,2.6,0.32,0.6075,success
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,77.0,Portuguese,yes,yes,no,yes,female,yes,18,no,0,6.0,8,6,11.71428571,0,0.0,6.0,6,6.0,14.66666667,0,12.7,3.7,-1.7,0.7825,success
single,1st phase - general contingent,fourth choice,Management,daytime,Secondary education,64.0,Portuguese,no,,no,yes,male,no,20,no,0,5.0,7,5,11.6,0,0.0,5.0,5,5.0,12.8,0,12.4,0.5,1.79,0.5825,success
married,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,60.0,Portuguese,no,no,no,yes,female,yes,36,no,0,6.0,6,6,11.83333333,0,0.0,6.0,6,6.0,11.5,0,10.8,1.4,1.74,0.5525,success
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,63.0,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,11,4,12.75,0,0.0,6.0,7,6.0,11.33333333,0,7.6,2.6,0.32,0.6335000000000001,success
single,2nd phase - general contingent,fifth choice,Journalism and Communication,daytime,Secondary education,69.0,Portuguese,yes,no,no,no,female,no,18,no,0,6.0,7,6,,0,0.0,6.0,6,6.0,12.16666667,0,10.8,1.4,1.74,0.6675,success
married,Transfer,second choice,Oral Hygiene,daytime,Secondary education,55.0,Portuguese,no,no,no,yes,male,,43,no,0,7.0,7,0,0.0,0,0.0,8.0,13,2.0,13.15,0,16.2,0.3,-0.92,0.7,failure
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,71.0,Portuguese,yes,no,no,yes,female,no,18,no,0,5.0,7,3,12.33333333,0,0.0,5.0,9,5.0,12.6,0,10.8,1.4,1.74,0.635,success
single,2nd phase - general contingent,sixth choice,Communication Design,daytime,Secondary education,66.5,Portuguese,yes,yes,no,yes,female,yes,17,,0,6.0,6,6,13.0,0,0.0,6.0,6,6.0,12.5,0,15.5,2.8,-4.06,0.66,success
single,1st phase - general contingent,second choice,Equinculture,daytime,Secondary education,55.0,Portuguese,yes,no,yes,,female,no,19,no,0,6.0,0,0,0.0,0,0.0,6.0,0,0.0,0.0,0,11.1,0.6,2.02,0.5275,failure
single,1st phase - general contingent,second choice,Nursing,,Secondary education,63.5,Portuguese,no,no,no,yes,male,no,20,no,0,7.0,10,5,13.97666667,0,0.0,8.0,9,8.0,13.22222222,0,12.4,0.5,1.79,0.607,success
single,1st phase - general contingent,fourth choice,Nursing,daytime,Secondary education,71.5,Portuguese,yes,,no,yes,female,no,18,,0,8.0,8,8,13.07375,0,0.0,8.0,8,8.0,13.07375,0,9.4,-0.8,-3.12,0.635,success
single,2nd phase - general contingent,fourth choice,Journalism and Communication,daytime,Secondary education,67.0,Portuguese,yes,no,no,yes,male,no,18,no,0,6.0,7,6,,0,0.0,6.0,7,6.0,12.66666667,0,16.2,0.3,-0.92,0.6475,success
single,Over 23 years old,second choice,Animation and Multimedia Design,daytime,Secondary education,66.55,Portuguese,no,no,yes,yes,male,yes,33,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,15.5,2.8,-4.06,0.5,failure
single,Change of course,second choice,Management (evening attendance),evening,Secondary education,60.0,Portuguese,no,no,no,yes,male,yes,32,no,5,10.0,12,10,13.8,0,5.0,10.0,10,10.0,12.8,0,10.8,1.4,1.74,0.705,success
single,International student (bachelor),second choice,Management,daytime,Secondary education,67.5,Santomean,no,no,yes,yes,male,no,21,yes,0,5.0,9,3,12.33333333,0,0.0,5.0,8,4.0,11.25,0,8.9,1.4,3.51,0.675,success
single,1st phase - general contingent,fourth choice,Veterinary Nursing,daytime,Secondary education,69.0,Portuguese,yes,no,no,yes,female,no,18,no,0,6.0,8,6,14.0,0,0.0,6.0,9,6.0,13.33333333,0,8.9,1.4,3.51,0.6315,success
single,2nd phase - general contingent,third choice,Social Service,,Secondary education,66.5,Portuguese,yes,no,no,yes,,no,19,no,0,,14,1,11.5,0,0.0,6.0,12,,10.5,0,7.6,2.6,0.32,0.6809999999999999,success
single,Change of course,third choice,Nursing,daytime,Secondary education,60.0,Portuguese,no,no,no,yes,female,no,21,no,0,8.0,12,6,11.68,0,0.0,8.0,12,6.0,11.68,0,10.8,1.4,1.74,0.5635,success
single,Technological specialization diploma holders,second choice,Informatics Engineering,daytime,Technological specialization course,65.0,Portuguese,no,no,yes,no,male,no,23,no,0,5.0,5,0,0.0,0,0.0,5.0,5,0.0,0.0,0,15.5,,-4.06,0.65,failure
married,Holders of other higher courses,second choice,Social Service (evening attendance),evening,Higher education - degree,65.0,Portuguese,no,no,no,yes,female,no,32,no,8,14.0,18,13,12.84615385,0,7.0,11.0,19,10.0,12.8,0,10.8,,1.74,0.65,success
married,Over 23 years old,second choice,Basic Education,daytime,Secondary education,65.0,Portuguese,no,no,yes,yes,female,yes,34,no,0,6.0,7,6,16.14285714,0,0.0,6.0,10,6.0,16.2,0,9.4,-0.8,-3.12,0.7,success
single,Holders of other higher courses,second choice,Biofuel Production Technologies,daytime,Higher education - degree (1st cycle),60.0,Portuguese,yes,no,yes,no,male,no,25,no,18,21.0,26,21,,0,12.0,16.0,21,12.0,12.25,1,11.1,0.6,2.02,0.6,failure
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,72.0,Dutch,yes,no,no,yes,,yes,19,yes,0,5.0,6,5,15.4,0,0.0,5.0,5,,16.0,0,10.8,1.4,1.74,0.688,success
facto union,Over 23 years old,second choice,Nursing,daytime,Higher education - degree,70.0,Portuguese,no,no,no,yes,female,no,27,no,0,8.0,8,7,15.94285714,0,0.0,8.0,8,7.0,15.94285714,0,12.7,3.7,-1.7,0.8,success
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,72.0,Portuguese,,no,no,yes,female,yes,19,no,0,8.0,12,7,12.47142857,0,0.0,8.0,12,7.0,12.47142857,0,12.7,3.7,-1.7,0.629,success
single,Change of institution/course,second choice,Communication Design,daytime,Secondary education,67.5,Portuguese,no,no,no,yes,female,yes,19,no,5,11.0,11,11,13.18181818,0,5.0,11.0,11,11.0,12.90909091,0,11.1,0.6,2.02,0.609,success
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,62.0,Portuguese,yes,no,no,no,male,no,20,no,0,5.0,9,3,12.0,1,0.0,5.0,7,3.0,11.0,0,9.4,-0.8,-3.12,0.578,failure
divorced,Over 23 years old,second choice,Agronomy,daytime,Secondary education,70.0,Portuguese,no,no,no,yes,male,no,28,no,0,6.0,12,5,12.0,0,0.0,6.0,10,6.0,12.33333333,0,11.1,0.6,2.02,0.75,success
single,2nd phase - general contingent,fifth choice,Informatics Engineering,daytime,Secondary education,69.5,Portuguese,yes,no,no,yes,male,no,18,no,0,5.0,8,4,12.5,0,0.0,5.0,7,3.0,14.66666667,1,7.6,2.6,0.32,0.6655,success
single,Change of course,second choice,Communication Design,daytime,Secondary education,80.0,Portuguese,no,no,no,yes,male,no,38,no,1,6.0,9,5,16.0,1,0.0,6.0,11,4.0,16.5,0,13.9,-0.3,0.79,0.5,success
single,Holders of other higher courses,second choice,Nursing,daytime,Higher education - degree,65.0,Portuguese,no,no,no,yes,female,no,23,no,0,8.0,8,8,13.22,0,0.0,8.0,8,8.0,13.22,0,9.4,-0.8,-3.12,0.65,success
single,2nd phase - general contingent,fifth choice,Nursing,daytime,Secondary education,73.0,Portuguese,yes,no,no,,female,no,18,no,0,8.0,8,7,14.82857143,0,0.0,8.0,8,7.0,14.82857143,0,12.7,3.7,-1.7,0.7,success
single,2nd phase - general contingent,second choice,Communication Design,daytime,Secondary education,63.5,Portuguese,yes,no,no,yes,male,no,19,no,0,6.0,6,5,11.4,0,0.0,6.0,8,1.0,10.0,0,10.8,1.4,1.74,0.6509999999999999,success
single,Change of institution/course,second choice,Animation and Multimedia Design,daytime,Secondary education,64.0,Portuguese,yes,no,no,yes,male,no,21,no,6,12.0,12,12,13.66666667,0,4.0,11.0,16,11.0,13.0,0,8.9,1.4,3.51,0.6559999999999999,success
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,60.0,Portuguese,no,no,no,yes,male,no,23,no,0,6.0,6,0,0.0,0,0.0,6.0,8,0.0,0.0,0,15.5,2.8,-4.06,0.6,success
single,Change of course,second choice,Social Service (evening attendance),evening,Frequency of higher education,66.55,Portuguese,no,no,yes,yes,female,no,29,no,1,6.0,9,4,12.0,0,1.0,6.0,13,2.0,10.5,0,7.6,2.6,0.32,0.5,failure
single,1st phase - general contingent,second choice,Agronomy,daytime,Secondary education,72.0,Portuguese,no,no,no,yes,male,yes,19,no,0,6.0,9,4,12.0,2,0.0,6.0,10,4.0,12.5,0,15.5,2.8,-4.06,0.664,success
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,71.0,Portuguese,yes,no,no,yes,female,yes,18,no,0,,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,13.9,-0.3,0.79,0.71,success
single,Technological specialization diploma holders,second choice,Veterinary Nursing,daytime,Technological specialization course,70.0,Portuguese,yes,no,no,yes,female,yes,20,no,2,,11,6,11.83333333,0,1.0,6.0,17,5.0,11.85714286,0,12.4,0.5,1.79,0.7,success
single,2nd phase - general contingent,third choice,Tourism,daytime,Secondary education,65.5,Portuguese,yes,no,no,yes,female,yes,18,no,0,6.0,6,6,12.83333333,0,0.0,6.0,7,6.0,12.33333333,0,13.9,-0.3,0.79,0.6515000000000001,success
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,86.0,Portuguese,no,no,no,yes,male,yes,18,,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,16.2,0.3,-0.92,0.8355,success
,1st phase - general contingent,third choice,Journalism and Communication,daytime,,58.0,Portuguese,yes,no,no,yes,female,no,18,no,0,6.0,6,6,13.33333333,0,0.0,6.0,6,6.0,12.0,0,11.1,0.6,2.02,0.5505,success
divorced,Over 23 years old,second choice,Agronomy,daytime,Other - 11th year of schooling,66.55,Portuguese,,no,no,,female,no,43,,13,18.0,19,18,14.63157895,0,10.0,13.0,14,13.0,14.23076923,1,15.5,2.8,-4.06,0.8,success
single,Change of course,second choice,Advertising and Marketing Management,daytime,Secondary education,63.5,Cape Verdean,yes,no,no,yes,male,no,23,yes,3,9.0,11,6,10.5,0,4.0,10.0,10,10.0,11.7,0,9.4,-0.8,-3.12,0.635,success
single,1st phase - general contingent,second choice,Equinculture,daytime,Secondary education,75.0,Portuguese,no,no,no,yes,female,no,18,no,0,5.0,12,4,13.0,2,0.0,5.0,6,5.0,14.0,0,9.4,-0.8,-3.12,0.731,failure
single,Holders of other higher courses,second choice,Informatics Engineering,daytime,Higher education - master's,90.0,Portuguese,no,no,yes,yes,male,no,30,no,0,,6,4,14.5,0,0.0,5.0,10,3.0,16.2,0,13.9,-0.3,0.79,0.9,success
single,1st phase - general contingent,fourth choice,Veterinary Nursing,daytime,Secondary education,66.5,Portuguese,no,,no,yes,female,no,21,no,0,5.0,7,5,12.0,0,0.0,5.0,7,4.0,12.5,0,7.6,2.6,0.32,0.6409999999999999,success
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,72.5,Portuguese,yes,no,no,yes,female,no,20,no,0,5.0,6,5,14.8,1,0.0,5.0,6,5.0,14.0,0,12.7,3.7,-1.7,0.6990000000000001,success
single,1st phase - general contingent,fifth choice,Nursing,daytime,Secondary education,64.0,Portuguese,yes,no,no,yes,male,yes,18,no,0,7.0,7,7,14.68285714,0,0.0,8.0,9,8.0,15.05555556,0,12.4,0.5,1.79,0.626,success
single,2nd phase - general contingent,sixth choice,Social Service,daytime,Secondary education,65.0,Portuguese,,no,no,yes,female,no,20,no,0,6.0,8,4,11.25,0,0.0,6.0,15,3.0,10.0,0,9.4,-0.8,-3.12,0.65,success
single,Over 23 years old,second choice,Social Service (evening attendance),evening,Basic education 2nd cycle (6th/7th/8th year) or equiv.,66.55,Portuguese,no,no,yes,no,male,no,29,no,0,6.0,6,0,0.0,0,0.0,5.0,5,0.0,0.0,0,8.9,1.4,3.51,0.5375,failure
single,1st phase - general contingent,third choice,Communication Design,daytime,Secondary education,67.5,Portuguese,yes,no,no,yes,female,yes,22,no,0,6.0,10,5,10.8,0,0.0,6.0,7,5.0,12.8,0,12.7,3.7,-1.7,0.67,success
single,Over 23 years old,second choice,Agronomy,daytime,Secondary education,66.55,Portuguese,no,no,yes,yes,female,yes,30,no,0,,6,0,0.0,0,0.0,6.0,6,0.0,0.0,0,11.1,0.6,2.02,0.65,success
single,2nd phase - general contingent,second choice,Communication Design,daytime,Secondary education,66.55,Portuguese,no,no,no,yes,female,yes,21,no,0,6.0,6,6,,0,0.0,6.0,6,6.0,12.33333333,0,9.4,-0.8,-3.12,0.64,success
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,70.5,Portuguese,no,no,no,yes,female,no,18,no,0,8.0,10,8,12.86,2,0.0,8.0,10,8.0,12.86,2,9.4,-0.8,-3.12,0.6275,success
single,2nd phase - general contingent,third choice,Management,daytime,Secondary education,61.0,Portuguese,yes,no,no,yes,female,yes,19,,0,5.0,8,5,11.2,0,0.0,5.0,5,3.0,11.0,0,12.4,0.5,1.79,0.5805,success
single,2nd phase - general contingent,third choice,Management,daytime,Secondary education,64.5,Portuguese,,no,no,yes,female,no,19,no,0,5.0,10,3,11.0,0,0.0,5.0,9,4.0,11.75,0,12.7,3.7,-1.7,0.6415000000000001,success
single,2nd phase - general contingent,fifth choice,Tourism,daytime,Secondary education,61.0,Portuguese,yes,no,no,yes,male,no,19,no,0,6.0,7,5,12.2,0,0.0,6.0,12,2.0,12.0,0,7.6,2.6,0.32,0.5805,success
single,2nd phase - general contingent,third choice,Communication Design,daytime,Secondary education,60.5,Portuguese,yes,no,no,yes,male,no,19,no,0,6.0,9,5,,0,0.0,6.0,10,4.0,11.2,0,8.9,1.4,3.51,0.5595,success
single,1st phase - special contingent (Azores Island),second choice,Animation and Multimedia Design,daytime,Secondary education,68.5,Portuguese,yes,no,no,yes,male,no,20,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,16.2,0.3,-0.92,0.7234999999999999,success
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,66.0,Portuguese,yes,no,no,yes,female,,19,no,0,7.0,7,6,12.18333333,0,0.0,7.0,7,6.0,12.18333333,0,7.6,,0.32,0.63,success
single,Change of course,second choice,Advertising and Marketing Management,daytime,Secondary education,66.0,Portuguese,no,no,no,yes,male,no,19,no,0,6.0,17,4,12.5,0,0.0,6.0,8,4.0,13.25,0,13.9,-0.3,0.79,0.6025,success
single,3rd phase - general contingent,third choice,Nursing,daytime,Secondary education,65.5,Portuguese,yes,no,no,yes,female,no,18,no,0,7.0,8,7,12.4,0,0.0,8.0,9,8.0,12.8,0,16.2,0.3,-0.92,0.606,success
single,2nd phase - general contingent,second choice,Social Service,daytime,Secondary education,66.55,Portuguese,no,no,no,yes,female,no,19,,0,6.0,10,6,14.25,0,0.0,6.0,7,6.0,14.0,0,16.2,0.3,-0.92,0.5525,success
single,1st phase - general contingent,fourth choice,Communication Design,daytime,Secondary education,64.5,Portuguese,yes,no,no,yes,female,no,21,no,0,6.0,6,6,14.5,0,0.0,6.0,7,5.0,12.0,0,12.4,0.5,1.79,0.624,success
single,Transfer,second choice,Nursing,daytime,Secondary education,61.0,Portuguese,yes,no,no,yes,female,no,20,no,0,8.0,11,6,12.49166667,0,,8.0,11,6.0,12.49166667,0,12.7,3.7,-1.7,0.61,success
married,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,71.0,Portuguese,no,no,no,yes,female,,18,no,0,7.0,7,6,13.68333333,0,0.0,7.0,7,6.0,13.68333333,0,7.6,2.6,0.32,0.6515000000000001,success
married,1st phase - general contingent,fifth choice,Nursing,daytime,Secondary education,70.0,Portuguese,no,no,no,yes,female,yes,18,no,0,7.0,7,6,14.06666667,0,0.0,7.0,7,6.0,14.06666667,0,7.6,2.6,0.32,0.64,success
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,68.0,Portuguese,no,no,no,,male,no,20,no,0,5.0,5,0,0.0,0,0.0,5.0,5,0.0,0.0,0,12.7,3.7,-1.7,0.6855,failure
single,1st phase - general contingent,sixth choice,Nursing,daytime,Secondary education,55.5,Portuguese,yes,no,no,yes,female,no,20,no,2,7.0,9,6,13.26666667,0,0.0,7.0,10,5.0,12.3,0,12.4,0.5,1.79,0.541,failure
single,1st phase - general contingent,third choice,Communication Design,daytime,Secondary education,82.0,Portuguese,yes,no,no,yes,female,no,18,no,0,6.0,7,6,14.16666667,0,0.0,6.0,7,6.0,14.85714286,0,9.4,-0.8,-3.12,0.8290000000000001,success
single,2nd phase - general contingent,second choice,Management,daytime,Secondary education,70.0,Portuguese,yes,no,no,yes,,no,20,no,0,5.0,9,1,10.0,0,0.0,5.0,10,1.0,11.0,0,7.6,2.6,0.32,0.6615000000000001,failure
single,2nd phase - general contingent,second choice,Nursing,daytime,Secondary education,70.5,Portuguese,yes,no,no,yes,female,no,18,no,0,8.0,8,8,14.935,0,0.0,8.0,8,8.0,14.935,0,9.4,-0.8,-3.12,0.6990000000000001,success
single,3rd phase - general contingent,fifth choice,Tourism,daytime,Secondary education,53.0,Portuguese,yes,no,no,yes,male,yes,21,no,0,6.0,8,4,10.5,0,0.0,6.0,11,1.0,11.0,0,9.4,-0.8,-3.12,0.53,failure
single,International student (bachelor),second choice,Veterinary Nursing,daytime,Secondary education,66.55,Brazilian,no,no,no,yes,female,,18,yes,0,6.0,13,4,12.25,0,0.0,6.0,15,5.0,11.0,0,11.1,0.6,2.02,0.5479999999999999,failure
single,1st phase - general contingent,second choice,Basic Education,daytime,Secondary education,61.0,Portuguese,yes,no,no,yes,female,yes,19,no,0,7.0,8,7,13.85714286,0,0.0,7.0,8,6.0,13.66666667,0,8.9,1.4,3.51,0.5645,success
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,90.0,Portuguese,yes,no,no,yes,,yes,20,no,0,5.0,5,5,13.8,0,0.0,5.0,6,,12.0,0,9.4,-0.8,-3.12,0.769,success
